ORDERNUMBER;ORDERDATE;REQUIREDDATE;SHIPPEDDATE;STATUS;PRODUCTCODE;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;PRODUCTNAME;PRODUCTLINE;PRODUCTSCALE;PRODUCTVENDOR;PRODUCTDESCRIPTION;QUANTITYINSTOCK;BUYPRICE;MSRP;CUSTOMERNUMBER;CUSTOMERNAME;CITY;STATE;POSTALCODE;COUNTRY;CREDITLIMIT;FIRSTNAME;LASTNAME;EMAIL;JOBTITLE;OFFICECODE;CITY_1;PHONE;STATE_1;COUNTRY_1;POSTALCODE_1;TERRITORY
10360;12/16/2020;12/22/2020;12/18/2020;Shipped;S700_1938;26;86,61;6;The Mayflower;Ships;0,527777778;Studio M Art Models;Measures 31 1/2 inches Long x 25 1/2 inches High x 10 5/8 inches Wide All wood with canvas sail. Extras include long boats, rigging, ladders, railing, anchors, side cannons, hand painted, etc.;737;43,3;86,61;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10360;12/16/2020;12/22/2020;12/18/2020;Shipped;S700_2610;30;70,11;7;The USS Constitution Ship;Ships;0,527777778;Red Start Diecast;"All wood with canvas sails. Measures 31 1/2"" Length x 22 3/8"" High x 8 1/4"" Width. Extras include 4 boats on deck, sea sprite on bow, anchors, copper railing, pilot houses, etc.";7083;33,97;72,28;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10360;12/16/2020;12/22/2020;12/18/2020;Shipped;S700_3505;35;83,14;9;The Titanic;Ships;0,527777778;Carousel DieCast Legends;Completed model measures 19 1/2 inches long, 9 inches high, 3inches wide and is in barn red/black. All wood and metal.;1956;51,09;100,17;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10360;12/16/2020;12/22/2020;12/18/2020;Shipped;S700_3962;31;92,36;10;The Queen Mary;Ships;0,527777778;Welly Diecast Productions;Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;5088;53,63;99,31;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10360;12/16/2020;12/22/2020;12/18/2020;Shipped;S72_3212;31;54,05;11;Pont Yacht;Ships;0,091666667;Unimax Art Galleries;Measures 38 inches Long x 33 3/4 inches High. Includes a stand. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with 2 masts, all square-rigged;414;33,3;54,6;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10399;4/1/2021;4/12/2021;4/3/2021;Shipped;S10_1678;40;77,52;8;1969 Harley Davidson Ultimate Chopper;Motorcycles;01:10;Min Lin Diecast;This replica features working kickstand, front suspension, gear-shift lever, footbrake lever, drive chain, wheels and steering. All parts are particularly delicate due to their precise scale and require special care and attention.;7933;48,81;95,7;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10399;4/1/2021;4/12/2021;4/3/2021;Shipped;S10_2016;51;99,91;7;1996 Moto Guzzi 1100i;Motorcycles;01:10;Highway 66 Mini Classics;Official Moto Guzzi logos and insignias, saddle bags located on side of motorcycle, detailed engine, working steering, working suspension, two leather seats, luggage rack, dual exhaust pipes, small saddle bag located on handle bars, two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand, diecast metal with plastic parts and baked enamel finish.;6625;68,99;118,94;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10399;4/1/2021;4/12/2021;4/3/2021;Shipped;S10_4698;22;156,86;6;2003 Harley-Davidson Eagle Drag Bike;Motorcycles;01:10;Red Start Diecast;Model features, official Harley Davidson logos and insignias, detachable rear wheelie bar, heavy diecast metal with resin parts, authentic multi-color tampo-printed graphics, separate engine drive belts, free-turning front fork, rotating tires and rear racing slick, certificate of authenticity, detailed engine, display stand, precision diecast replica, baked enamel finish, 1:10 scale model, removable fender, seat and tank cover piece for displaying the superior detail of the v-twin engine;5582;91,02;193,66;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10399;4/1/2021;4/12/2021;4/3/2021;Shipped;S12_2823;29;123,51;5;2002 Suzuki XREO;Motorcycles;01:12;Unimax Art Galleries;Official logos and insignias, saddle bags located on side of motorcycle, detailed engine, working steering, working suspension, two leather seats, luggage rack, dual exhaust pipes, small saddle bag located on handle bars, two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand, diecast metal with plastic parts and baked enamel finish.;9997;66,27;150,62;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10399;4/1/2021;4/12/2021;4/3/2021;Shipped;S18_2625;30;51,48;4;1936 Harley Davidson El Knucklehead;Motorcycles;01:18;Welly Diecast Productions;Intricately detailed with chrome accents and trim, official die-struck logos and baked enamel finish.;4357;24,23;60,57;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10399;4/1/2021;4/12/2021;4/3/2021;Shipped;S24_1578;57;104,81;3;1997 BMW R 1100 S;Motorcycles;01:24;Autoart Studio Design;Detailed scale replica with working suspension and constructed from over 70 parts;7003;60,86;112,7;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10399;4/1/2021;4/12/2021;4/3/2021;Shipped;S24_2000;58;75,41;2;1960 BSA Gold Star DBD34;Motorcycles;01:24;Highway 66 Mini Classics;Detailed scale replica with working suspension and constructed from over 70 parts;15;37,32;76,17;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10399;4/1/2021;4/12/2021;4/3/2021;Shipped;S32_1374;32;97,89;1;1997 BMW F650 ST;Motorcycles;01:32;Exoto Designs;Features official die-struck logos and baked enamel finish. Comes with stand.;178;66,92;99,89;496;Kelly's Gift Shop;Auckland  ;;;New Zealand;110000;Peter;Marsh;pmarsh@classicmodelcars.com;Sales Rep;6;Sydney;+61 2 9264 2451;;Australia;NSW 2010;APAC
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S10_4757;32;129,2;13;1972 Alfa Romeo GTA;Classic Cars;01:10;Motor City Art Classics;Features include: Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;3252;85,68;136;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S18_1662;38;138,77;5;1980s Black Hawk Helicopter;Planes;01:18;Red Start Diecast;1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.;5330;77,27;157,69;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S18_3029;44;83,44;11;1999 Yamaha Speed Boat;Ships;01:18;Min Lin Diecast;Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;4259;51,61;86,02;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S18_3856;29;105,87;10;1941 Chevrolet Special Deluxe Cabriolet;Vintage Cars;01:18;Exoto Designs;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system, leather upholstery. Color black.;2378;64,58;105,87;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S24_2841;23;62,34;6;1900s Vintage Bi-Plane;Planes;01:24;Autoart Studio Design;Hand crafted diecast-like metal bi-plane is re-created in about 1:24 scale of antique pioneer airplane. All hand-assembled with many different parts. Hand-painted in classic yellow and features correct markings of original airplane.;5942;34,25;68,51;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S24_3420;34;56,55;7;1937 Horch 930V Limousine;Vintage Cars;01:24;Autoart Studio Design;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system;2902;26,3;65,75;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S24_3816;37;76,31;12;1940 Ford Delivery Sedan;Vintage Cars;01:24;Carousel DieCast Legends;Chrome Trim, Chrome Grille, Opening Hood, Opening Doors, Opening Trunk, Detailed Engine, Working Steering System. Color black.;6621;48,64;83,86;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S24_3949;44;58,69;4;Corsair F4U ( Bird Cage);Planes;01:24;Second Gear Diecast;Has retractable wheels and comes with a stand. Official logos and insignias.;6812;29,34;68,24;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S700_2047;32;89,61;9;HMS Bounty;Ships;0,527777778;Unimax Art Galleries;Measures 30 inches Long x 27 1/2 inches High x 4 3/4 inches Wide. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;3501;39,83;90,52;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S700_2466;20;87,75;2;America West Airlines B757-200;Planes;0,527777778;Motor City Art Classics;Official logos and insignias. Working steering system. Rotating jet engines;9653;68,8;99,72;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S700_3167;43;76,8;1;F/A 18 Hornet 1/72;Planes;0,091666667;Motor City Art Classics;"10"" Wingspan with retractable landing gears.Comes with pilot";551;54,4;80;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S700_4002;44;70,33;3;American Airlines: MD-11S;Planes;0,527777778;Second Gear Diecast;Polished finish. Exact replia with official logos and insignias and retractable wheels;8820;36,27;74,03;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10155;10/6/2019;10/13/2019;10/7/2019;Shipped;S72_1253;34;49,16;8;Boeing X-32A JSF;Planes;0,091666667;Motor City Art Classics;"10"" Wingspan with retractable landing gears.Comes with pilot";4857;32,77;49,66;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S10_1678;23;76,56;9;1969 Harley Davidson Ultimate Chopper;Motorcycles;01:10;Min Lin Diecast;This replica features working kickstand, front suspension, gear-shift lever, footbrake lever, drive chain, wheels and steering. All parts are particularly delicate due to their precise scale and require special care and attention.;7933;48,81;95,7;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S10_4698;29;164,61;11;2003 Harley-Davidson Eagle Drag Bike;Motorcycles;01:10;Red Start Diecast;Model features, official Harley Davidson logos and insignias, detachable rear wheelie bar, heavy diecast metal with resin parts, authentic multi-color tampo-printed graphics, separate engine drive belts, free-turning front fork, rotating tires and rear racing slick, certificate of authenticity, detailed engine, display stand, precision diecast replica, baked enamel finish, 1:10 scale model, removable fender, seat and tank cover piece for displaying the superior detail of the v-twin engine;5582;91,02;193,66;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S12_2823;24;123,51;8;2002 Suzuki XREO;Motorcycles;01:12;Unimax Art Galleries;Official logos and insignias, saddle bags located on side of motorcycle, detailed engine, working steering, working suspension, two leather seats, luggage rack, dual exhaust pipes, small saddle bag located on handle bars, two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand, diecast metal with plastic parts and baked enamel finish.;9997;66,27;150,62;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S18_3782;39;62,17;3;1957 Vespa GS150;Motorcycles;01:18;Studio M Art Models;Features rotating wheels , working kick stand. Comes with stand.;7689;32,95;62,17;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S18_4721;49;119,04;2;1957 Corvette Convertible;Classic Cars;01:18;Classic Metal Creations;1957 die cast Corvette Convertible in Roman Red with white sides and whitewall tires. 1:18 scale quality die-cast with detailed engine and underbvody. Now you can own The Classic Corvette.;1249;69,93;148,8;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S24_1578;47;107,07;10;1997 BMW R 1100 S;Motorcycles;01:24;Autoart Studio Design;Detailed scale replica with working suspension and constructed from over 70 parts;7003;60,86;112,7;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S24_2360;33;58,87;6;1982 Ducati 900 Monster;Motorcycles;01:24;Highway 66 Mini Classics;Features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand;6840;47,1;69,26;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S24_4620;32;66,29;1;1961 Chevrolet Impala;Classic Cars;01:18;Classic Metal Creations;This 1:18 scale precision die-cast reproduction of the 1961 Chevrolet Impala has all the features-doors, hood and trunk that open* detailed 409 cubic-inch engine* chrome dashboard and stick shift, two-tone interior* working steering system* all topped of with a factory baked-enamel finish.;7869;32,33;80,84;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S32_2206;24;36,21;4;1982 Ducati 996 R;Motorcycles;01:32;Gearbox Collectibles;Features rotating wheels , working kick stand. Comes with stand.;9241;24,14;40,23;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S32_4485;38;84,7;7;1974 Ducati 350 Mk3 Desmo;Motorcycles;01:32;Second Gear Diecast;This model features two-tone paint with chrome accents, superior die-cast detail , rotating wheels , working kick stand;3341;56,13;102,05;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10299;9/30/2020;10/10/2020;10/1/2020;Shipped;S50_4713;44;77,29;5;2002 Yamaha YZR M1;Motorcycles;01:50;Autoart Studio Design;Features rotating wheels , working kick stand. Comes with stand.;600;34,17;81,36;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10377;2/9/2021;2/21/2021;2/12/2021;Shipped;S12_3990;24;65,44;5;1970 Plymouth Hemi Cuda;Classic Cars;01:12;Studio M Art Models;Very detailed 1970 Plymouth Cuda model in 1:12 scale. The Cuda is generally accepted as one of the fastest original muscle cars from the 1970s. This model is a reproduction of one of the orginal 652 cars built in 1970. Red color.;5663;31,92;79,8;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10377;2/9/2021;2/21/2021;2/12/2021;Shipped;S12_4675;50;112,86;1;1969 Dodge Charger;Classic Cars;01:12;Welly Diecast Productions;Detailed model of the 1969 Dodge Charger. This model includes finely detailed interior and exterior features. Painted in red and white.;7323;58,73;115,16;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10377;2/9/2021;2/21/2021;2/12/2021;Shipped;S18_1129;35;124,56;2;1993 Mazda RX-7;Classic Cars;01:18;Highway 66 Mini Classics;This model features, opening hood, opening doors, detailed engine, rear spoiler, opening trunk, working steering, tinted windows, baked enamel finish. Color red.;3975;83,51;141,54;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10377;2/9/2021;2/21/2021;2/12/2021;Shipped;S18_1889;31;61,6;4;1948 Porsche 356-A Roadster;Classic Cars;01:18;Gearbox Collectibles;This precision die-cast replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;8826;53,9;77;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10377;2/9/2021;2/21/2021;2/12/2021;Shipped;S18_1984;36;125,18;6;1995 Honda Civic;Classic Cars;01:18;Min Lin Diecast;This model features, opening hood, opening doors, detailed engine, rear spoiler, opening trunk, working steering, tinted windows, baked enamel finish. Color yellow.;9772;93,89;142,25;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10377;2/9/2021;2/21/2021;2/12/2021;Shipped;S18_3232;39;143,94;3;1992 Ferrari 360 Spider red;Classic Cars;01:18;Unimax Art Galleries;his replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;8347;77,9;169,34;186;Toys of Finland, Co.;Helsinki;;21240;Finland;96500;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S18_1589;37;118,22;16;1965 Aston Martin DB5;Classic Cars;01:18;Classic Metal Creations;Die-cast model of the silver 1965 Aston Martin DB5 in silver. This model includes full wire wheels and doors that open with fully detailed passenger compartment. In 1:18 scale, this model measures approximately 10 inches/20 cm long.;9042;65,96;124,44;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S18_1749;42;153;7;1917 Grand Touring Sedan;Vintage Cars;01:18;Welly Diecast Productions;This 1:18 scale replica of the 1917 Grand Touring car has all the features you would expect from museum quality reproductions: all four doors and bi-fold hood opening, detailed engine and instrument panel, chrome-look trim, and tufted upholstery, all topped off with a factory baked-enamel finish.;2724;86,7;170;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S18_2248;32;51,46;6;1911 Ford Town Car;Vintage Cars;01:18;Motor City Art Classics;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system.;540;33,3;60,54;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S18_2325;33;115,69;4;1932 Model A Ford J-Coupe;Vintage Cars;01:18;Autoart Studio Design;This model features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system, chrome-covered spare, opening doors, detailed and wired engine;9354;58,48;127,13;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S18_2795;31;163,69;1;1928 Mercedes-Benz SSK;Vintage Cars;01:18;Gearbox Collectibles;This 1:18 replica features grille-mounted chrome horn, lift-up louvered hood, fold-down rumble seat, working steering system, chrome-covered spare, opening doors, detailed and wired engine. Color black.;548;72,56;168,75;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S18_4409;28;81,91;8;1932 Alfa Romeo 8C2300 Spider Sport;Vintage Cars;01:18;Exoto Designs;This 1:18 scale precision die cast replica features the 6 front headlights of the original, plus a detailed version of the 142 horsepower straight 8 engine, dual spares and their famous comprehensive dashboard. Color black.;6553;43,26;92,03;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S18_4933;42;62;9;1957 Ford Thunderbird;Classic Cars;01:18;Studio M Art Models;This 1:18 scale precision die-cast replica, with its optional porthole hardtop and factory baked-enamel Thunderbird Bronze finish, is a 100% accurate rendition of this American classic.;3209;34,21;71,27;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S24_1046;36;72,02;13;1970 Chevy Chevelle SS 454;Classic Cars;01:24;Unimax Art Galleries;This model features rotating wheels, working streering system and opening doors. All parts are particularly delicate due to their precise scale and require special care and attention. It should not be picked up by the doors, roof, hood or trunk.;1005;49,24;73,49;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S24_1628;29;43,27;15;1966 Shelby Cobra 427 S/C;Classic Cars;01:24;Carousel DieCast Legends;This diecast model of the 1966 Shelby Cobra 427 S/C includes many authentic details and operating parts. The 1:24 scale model of this iconic lighweight sports car from the 1960s comes in silver and it's own display case.;8197;29,18;50,31;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S24_1937;20;28,88;3;1939 Chevrolet Deluxe Coupe;Vintage Cars;01:24;Motor City Art Classics;This 1:24 scale die-cast replica of the 1939 Chevrolet Deluxe Coupe has the same classy look as the original. Features opening trunk, hood and doors and a showroom quality baked enamel finish.;7332;22,57;33,19;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
10110;3/18/2019;3/24/2019;3/20/2019;Shipped;S24_2022;39;40,77;2;1938 Cadillac V-16 Presidential Limousine;Vintage Cars;01:24;Classic Metal Creations;This 1:24 scale precision die cast replica of the 1938 Cadillac V-16 Presidential Limousine has all the details of the original, from the flags on the front to an opening back seat compartment complete with telephone and rifle. Features factory baked-enamel black finish, hood goddess ornament, working jump seats.;2847;20,61;44,8;187;AV Stores, Co.;Manchester;;EC2 5NT;UK;136800;Larry;Bott;lbott@classicmodelcars.com;Sales Rep;7;London;+44 20 7877 2041;;UK;EC2N 1HN;EMEA
